,不良(101-199)(站日),縣市,時間
1240,0,彰化縣,
1241,0,南投縣,
1242,0,雲林縣,
1243,0,嘉義縣,
1244,0,嘉義市,
1245,0,臺南市,
1246,2,高雄市,
1247,0,屏東縣,
1248,0,宜蘭縣,
1249,0,花蓮縣,
1250,0,臺東縣,
1251,0,金門縣,
1252,0,連江縣,
1253,0,澎湖縣,
1254,0,臺北市,2014年 10月
1255,0,新北市,
1256,0,桃園市,
1257,0,基隆市,
1258,1,新竹縣,
1259,0,新竹市,
1260,0,苗栗縣,
1261,12,臺中市,
1262,0,彰化縣,
1263,4,南投縣,
1264,2,雲林縣,
1265,0,嘉義縣,
1266,0,嘉義市,
1267,5,臺南市,
1268,17,高雄市,
1269,10,屏東縣,
1270,0,宜蘭縣,
1271,0,花蓮縣,
1272,0,臺東縣,
1273,0,金門縣,
1274,0,連江縣,
1275,0,澎湖縣,
1276,0,臺北市,2014年 11月
1277,0,新北市,
1278,0,桃園市,
1279,0,基隆市,
1280,0,新竹縣,
1281,0,新竹市,
1282,0,苗栗縣,
1283,1,臺中市,
1284,0,彰化縣,
1285,2,南投縣,
1286,4,雲林縣,
1287,8,嘉義縣,
1288,1,嘉義市,
1289,10,臺南市,
1290,11,高雄市,
1291,10,屏東縣,
1292,0,宜蘭縣,
1293,0,花蓮縣,
1294,1,臺東縣,
1295,0,金門縣,
1296,0,連江縣,
1297,0,澎湖縣,
1298,2,臺北市,2014年 12月
1299,1,新北市,
1300,2,桃園市,
1301,0,基隆市,
1302,0,新竹縣,
1303,0,新竹市,
1304,0,苗栗縣,
1305,2,臺中市,
1306,1,彰化縣,
1307,0,南投縣,
1308,5,雲林縣,
1309,10,嘉義縣,
1310,3,嘉義市,
1311,15,臺南市,
1312,16,高雄市,
1313,9,屏東縣,
1314,0,宜蘭縣,
1315,0,花蓮縣,
1316,0,臺東縣,
1317,1,金門縣,
1318,1,連江縣,
1319,0,澎湖縣,
1320,13,臺北市,2015年 1月
1321,30,新北市,
1322,3,桃園市,
1323,0,基隆市,
1324,3,新竹縣,
1325,0,新竹市,
1326,1,苗栗縣,
1327,7,臺中市,
1328,3,彰化縣,
1329,7,南投縣,
1330,11,雲林縣,
1331,16,嘉義縣,
1332,5,嘉義市,
1333,29,臺南市,
1334,102,高雄市,
1335,46,屏東縣,
1336,0,宜蘭縣,
1337,0,花蓮縣,
1338,0,臺東縣,
1339,8,金門縣,
1340,4,連江縣,
1341,0,澎湖縣,
1342,2,臺北市,2015年 2月
1343,2,新北市,
1344,2,桃園市,
1345,0,基隆市,
1346,0,新竹縣,
1347,0,新竹市,
1348,0,苗栗縣,
1349,0,臺中市,
1350,2,彰化縣,
1351,0,南投縣,
1352,5,雲林縣,
1353,8,嘉義縣,
1354,3,嘉義市,
1355,16,臺南市,
1356,26,高雄市,
1357,7,屏東縣,
1358,0,宜蘭縣,
1359,0,花蓮縣,
1360,0,臺東縣,
1361,7,金門縣,
1362,3,連江縣,
1363,0,澎湖縣,
1364,0,臺北市,2015年 3月
1365,0,新北市,
1366,0,桃園市,
1367,0,基隆市,
1368,0,新竹縣,
1369,0,新竹市,
1370,0,苗栗縣,
1371,0,臺中市,
1372,0,彰化縣,
1373,0,南投縣,
1374,0,雲林縣,
1375,0,嘉義縣,
1376,0,嘉義市,
1377,0,臺南市,
1378,4,高雄市,
1379,1,屏東縣,
1380,0,宜蘭縣,
1381,0,花蓮縣,
1382,0,臺東縣,
1383,0,金門縣,
1384,0,連江縣,
1385,0,澎湖縣,
1386,0,臺北市,2015年 4月
1387,0,新北市,
1388,0,桃園市,
1389,0,基隆市,
1390,0,新竹縣,
1391,0,新竹市,
1392,0,苗栗縣,
1393,1,臺中市,
1394,0,彰化縣,
1395,0,南投縣,
1396,0,雲林縣,
1397,2,嘉義縣,
1398,1,嘉義市,
1399,3,臺南市,
1400,6,高雄市,
1401,5,屏東縣,
1402,0,宜蘭縣,
1403,0,花蓮縣,
1404,0,臺東縣,
1405,0,金門縣,
1406,0,連江縣,
1407,0,澎湖縣,
1408,1,臺北市,2015年 5月
1409,4,新北市,
1410,1,桃園市,
1411,0,基隆市,
1412,0,新竹縣,
1413,0,新竹市,
1414,0,苗栗縣,
1415,0,臺中市,
1416,0,彰化縣,
1417,0,南投縣,
1418,0,雲林縣,
1419,0,嘉義縣,
1420,0,嘉義市,
1421,0,臺南市,
1422,6,高雄市,
1423,2,屏東縣,
1424,0,宜蘭縣,
1425,0,花蓮縣,
1426,0,臺東縣,
1427,0,金門縣,
1428,0,連江縣,
1429,0,澎湖縣,
1430,0,臺北市,2015年 6月
1431,0,新北市,
1432,0,桃園市,
1433,0,基隆市,
1434,0,新竹縣,
1435,0,新竹市,
1436,0,苗栗縣,
1437,0,臺中市,
1438,0,彰化縣,
1439,0,南投縣,
1440,0,雲林縣,
1441,0,嘉義縣,
1442,0,嘉義市,
1443,0,臺南市,
1444,6,高雄市,
1445,4,屏東縣,
1446,0,宜蘭縣,
1447,0,花蓮縣,
1448,0,臺東縣,
1449,0,金門縣,
1450,0,連江縣,
1451,0,澎湖縣,
1452,0,臺北市,2015年 7月
1453,0,新北市,
1454,0,桃園市,
1455,0,基隆市,
1456,0,新竹縣,
1457,0,新竹市,
1458,0,苗栗縣,
1459,0,臺中市,
1460,0,彰化縣,
1461,0,南投縣,
1462,0,雲林縣,
1463,0,嘉義縣,
1464,0,嘉義市,
1465,0,臺南市,
1466,0,高雄市,
1467,1,屏東縣,
1468,0,宜蘭縣,
1469,0,花蓮縣,
1470,0,臺東縣,
1471,0,金門縣,
1472,0,連江縣,
1473,0,澎湖縣,
1474,3,臺北市,2015年 8月
1475,2,新北市,
1476,0,桃園市,
1477,0,基隆市,
1478,0,新竹縣,
1479,0,新竹市,
1480,0,苗栗縣,
1481,4,臺中市,
1482,1,彰化縣,
1483,1,南投縣,
1484,0,雲林縣,
1485,0,嘉義縣,
1486,0,嘉義市,
1487,0,臺南市,
1488,0,高雄市,
1489,2,屏東縣,
1490,0,宜蘭縣,
1491,0,花蓮縣,
1492,0,臺東縣,
1493,0,金門縣,
1494,0,連江縣,
1495,0,澎湖縣,
1496,4,臺北市,2015年 9月
1497,8,新北市,
1498,0,桃園市,
1499,0,基隆市,
1500,0,新竹縣,
1501,0,新竹市,
1502,0,苗栗縣,
1503,0,臺中市,
1504,0,彰化縣,
1505,0,南投縣,
1506,0,雲林縣,
1507,0,嘉義縣,
1508,0,嘉義市,
1509,0,臺南市,
1510,0,高雄市,
1511,0,屏東縣,
1512,0,宜蘭縣,
1513,0,花蓮縣,
1514,0,臺東縣,
1515,0,金門縣,
1516,0,連江縣,
1517,0,澎湖縣,
1518,2,臺北市,2015年 10月
1519,6,新北市,
1520,0,桃園市,
1521,0,基隆市,
1522,2,新竹縣,
1523,0,新竹市,
1524,1,苗栗縣,
1525,2,臺中市,
1526,0,彰化縣,
1527,1,南投縣,
1528,0,雲林縣,
1529,1,嘉義縣,
1530,0,嘉義市,
1531,5,臺南市,
1532,5,高雄市,
1533,3,屏東縣,
1534,0,宜蘭縣,
1535,0,花蓮縣,
1536,0,臺東縣,
1537,0,金門縣,
1538,0,連江縣,
1539,0,澎湖縣,
1540,1,臺北市,2015年 11月
1541,5,新北市,
1542,0,桃園市,
1543,0,基隆市,
1544,1,新竹縣,
1545,0,新竹市,
1546,0,苗栗縣,
1547,0,臺中市,
1548,0,彰化縣,
1549,5,南投縣,
1550,1,雲林縣,
1551,2,嘉義縣,
1552,1,嘉義市,
1553,4,臺南市,
1554,29,高雄市,
1555,16,屏東縣,
1556,0,宜蘭縣,
1557,0,花蓮縣,
1558,0,臺東縣,
1559,0,金門縣,
1560,1,連江縣,
1561,0,澎湖縣,
1562,0,臺北市,2015年 12月
1563,3,新北市,
1564,0,桃園市,
1565,0,基隆市,
1566,0,新竹縣,
1567,0,新竹市,
1568,0,苗栗縣,
1569,0,臺中市,
1570,0,彰化縣,
1571,0,南投縣,
1572,1,雲林縣,
1573,0,嘉義縣,
1574,0,嘉義市,
1575,0,臺南市,
1576,11,高雄市,
1577,4,屏東縣,
1578,0,宜蘭縣,
1579,0,花蓮縣,
1580,0,臺東縣,
1581,0,金門縣,
1582,0,連江縣,
1583,0,澎湖縣,
1584,8,臺北市,2016年 1月
1585,16,新北市,
1586,2,桃園市,
1587,0,基隆市,
1588,2,新竹縣,
1589,2,新竹市,
1590,3,苗栗縣,
1591,17,臺中市,
1592,2,彰化縣,
1593,4,南投縣,
1594,6,雲林縣,
1595,6,嘉義縣,
1596,2,嘉義市,
1597,0,臺南市,
1598,38,高雄市,
1599,16,屏東縣,
1600,0,宜蘭縣,
1601,0,花蓮縣,
1602,0,臺東縣,
1603,5,金門縣,
1604,1,連江縣,
1605,0,澎湖縣,
1606,0,臺北市,2016年 2月
1607,0,新北市,
1608,0,桃園市,
1609,0,基隆市,
1610,0,新竹縣,
1611,0,新竹市,
1612,0,苗栗縣,
1613,0,臺中市,
1614,0,彰化縣,
1615,0,南投縣,
1616,0,雲林縣,
1617,0,嘉義縣,
1618,0,嘉義市,
1619,0,臺南市,
1620,1,高雄市,
1621,0,屏東縣,
1622,0,宜蘭縣,
1623,0,花蓮縣,
1624,0,臺東縣,
1625,5,金門縣,
1626,1,連江縣,
1627,0,澎湖縣,
1628,0,臺北市,2016年 3月
1629,0,新北市,
1630,0,桃園市,
1631,0,基隆市,
1632,0,新竹縣,
1633,0,新竹市,
1634,0,苗栗縣,
1635,0,臺中市,
1636,0,彰化縣,
1637,0,南投縣,
1638,2,雲林縣,
1639,2,嘉義縣,
1640,0,嘉義市,
1641,0,臺南市,
1642,8,高雄市,
1643,1,屏東縣,
1644,0,宜蘭縣,
1645,0,花蓮縣,
1646,0,臺東縣,
1647,0,金門縣,
1648,0,連江縣,
1649,0,澎湖縣,
1650,0,臺北市,2016年 4月
1651,0,新北市,
1652,0,桃園市,
1653,0,基隆市,
1654,0,新竹縣,
1655,0,新竹市,
1656,0,苗栗縣,
1657,0,臺中市,
1658,1,彰化縣,
1659,1,南投縣,
1660,2,雲林縣,
1661,0,嘉義縣,
1662,0,嘉義市,
1663,0,臺南市,
1664,2,高雄市,
1665,0,屏東縣,
1666,0,宜蘭縣,
1667,0,花蓮縣,
1668,0,臺東縣,
1669,0,金門縣,
1670,0,連江縣,
1671,0,澎湖縣,
1672,1,臺北市,2016年 5月
1673,0,新北市,
1674,0,桃園市,
1675,0,基隆市,
1676,0,新竹縣,
1677,0,新竹市,
1678,0,苗栗縣,
1679,0,臺中市,
1680,0,彰化縣,
1681,0,南投縣,
1682,0,雲林縣,
1683,0,嘉義縣,
1684,0,嘉義市,
1685,0,臺南市,
1686,0,高雄市,
1687,3,屏東縣,
1688,0,宜蘭縣,
1689,0,花蓮縣,
1690,0,臺東縣,
1691,0,金門縣,
1692,0,連江縣,
1693,0,澎湖縣,
1694,0,臺北市,2016年 6月
1695,1,新北市,
1696,0,桃園市,
1697,0,基隆市,
1698,0,新竹縣,
1699,0,新竹市,
1700,0,苗栗縣,
1701,0,臺中市,
1702,0,彰化縣,
1703,0,南投縣,
1704,0,雲林縣,
1705,0,嘉義縣,
1706,0,嘉義市,
1707,0,臺南市,
1708,0,高雄市,
1709,0,屏東縣,
1710,0,宜蘭縣,
1711,0,花蓮縣,
1712,0,臺東縣,
1713,0,金門縣,
1714,0,連江縣,
1715,0,澎湖縣,
1716,0,臺北市,2016年 7月
1717,0,新北市,
1718,0,桃園市,
1719,0,基隆市,
1720,0,新竹縣,
1721,0,新竹市,
1722,0,苗栗縣,
1723,0,臺中市,
1724,0,彰化縣,
1725,0,南投縣,
1726,0,雲林縣,
1727,0,嘉義縣,
1728,0,嘉義市,
1729,0,臺南市,
1730,0,高雄市,
1731,0,屏東縣,
1732,0,宜蘭縣,
1733,0,花蓮縣,
1734,0,臺東縣,
1735,0,金門縣,
1736,0,連江縣,
1737,0,澎湖縣,
1738,5,臺北市,2016年 8月
1739,6,新北市,
1740,1,桃園市,
1741,0,基隆市,
1742,0,新竹縣,
1743,0,新竹市,
1744,0,苗栗縣,
1745,0,臺中市,
1746,0,彰化縣,
1747,0,南投縣,
1748,0,雲林縣,
1749,0,嘉義縣,
1750,0,嘉義市,
1751,0,臺南市,
1752,0,高雄市,
1753,1,屏東縣,
1754,0,宜蘭縣,
1755,0,花蓮縣,
1756,0,臺東縣,
1757,0,金門縣,
1758,0,連江縣,
1759,0,澎湖縣,
1760,0,臺北市,2016年 9月
1761,1,新北市,
1762,0,桃園市,
1763,0,基隆市,
1764,0,新竹縣,
1765,0,新竹市,
1766,1,苗栗縣,
1767,9,臺中市,
1768,0,彰化縣,
1769,1,南投縣,
1770,0,雲林縣,
1771,0,嘉義縣,
1772,0,嘉義市,
1773,0,臺南市,
1774,0,高雄市,
1775,2,屏東縣,
1776,0,宜蘭縣,
1777,0,花蓮縣,
1778,0,臺東縣,
1779,0,金門縣,
1780,0,連江縣,
1781,0,澎湖縣,
1782,1,臺北市,2016年 10月
1783,4,新北市,
1784,0,桃園市,
1785,0,基隆市,
1786,1,新竹縣,
1787,1,新竹市,
1788,2,苗栗縣,
1789,6,臺中市,
1790,1,彰化縣,
1791,2,南投縣,
1792,0,雲林縣,
1793,3,嘉義縣,
1794,2,嘉義市,
1795,0,臺南市,
1796,4,高雄市,
1797,2,屏東縣,
1798,0,宜蘭縣,
1799,0,花蓮縣,
1800,0,臺東縣,
1801,0,金門縣,
1802,0,連江縣,
1803,0,澎湖縣,
1804,1,臺北市,2016年 11月
1805,2,新北市,
1806,0,桃園市,
1807,0,基隆市,
1808,0,新竹縣,
1809,0,新竹市,
1810,0,苗栗縣,
1811,0,臺中市,
1812,0,彰化縣,
1813,0,南投縣,
1814,0,雲林縣,
1815,0,嘉義縣,
1816,0,嘉義市,
1817,0,臺南市,
1818,13,高雄市,
1819,3,屏東縣,
1820,0,宜蘭縣,
1821,0,花蓮縣,
1822,0,臺東縣,
1823,0,金門縣,
1824,0,連江縣,
1825,0,澎湖縣,
1826,0,臺北市,2016年 12月
1827,2,新北市,
1828,1,桃園市,
1829,0,基隆市,
1830,1,新竹縣,
1831,1,新竹市,
1832,0,苗栗縣,
1833,2,臺中市,
1834,0,彰化縣,
1835,0,南投縣,
1836,1,雲林縣,
1837,0,嘉義縣,
1838,0,嘉義市,
1839,0,臺南市,
1840,9,高雄市,
1841,3,屏東縣,
1842,0,宜蘭縣,
1843,0,花蓮縣,
1844,0,臺東縣,
1845,0,金門縣,
1846,0,連江縣,
1847,0,澎湖縣,
1848,0,臺北市,2017年 1月
1849,165,新北市,
1850,18,桃園市,
1851,21,基隆市,
1852,6,新竹縣,
1853,0,新竹市,
1854,3,苗栗縣,
1855,1,臺中市,
1856,2,彰化縣,
1857,13,南投縣,
1858,2,雲林縣,
1859,3,嘉義縣,
1860,4,嘉義市,
1861,9,臺南市,
1862,1,高雄市,
1863,8,屏東縣,
1864,50,宜蘭縣,
1865,20,花蓮縣,
1866,0,臺東縣,
1867,0,金門縣,
1868,1,連江縣,
1869,2,澎湖縣,
1870,1,臺北市,2017年 2月
1871,0,新北市,
1872,0,桃園市,
1873,0,基隆市,
1874,0,新竹縣,
1875,0,新竹市,
1876,0,苗栗縣,
1877,0,臺中市,
1878,0,彰化縣,
1879,0,南投縣,
1880,0,雲林縣,
1881,0,嘉義縣,
1882,0,嘉義市,
1883,0,臺南市,
1884,0,高雄市,
1885,0,屏東縣,
1886,0,宜蘭縣,
1887,0,花蓮縣,
1888,0,臺東縣,
1889,0,金門縣,
1890,0,連江縣,
1891,0,澎湖縣,
1892,0,臺北市,2017年 3月
1893,0,新北市,
1894,0,桃園市,
1895,4,基隆市,
1896,0,新竹縣,
1897,0,新竹市,
1898,0,苗栗縣,
1899,0,臺中市,
1900,0,彰化縣,
1901,0,南投縣,
1902,0,雲林縣,
1903,0,嘉義縣,
1904,0,嘉義市,
1905,0,臺南市,
1906,0,高雄市,
1907,1,屏東縣,
1908,0,宜蘭縣,
1909,0,花蓮縣,
1910,0,臺東縣,
1911,0,金門縣,
1912,0,連江縣,
1913,0,澎湖縣,
1914,0,臺北市,2017年 4月
1915,2,新北市,
1916,1,桃園市,
1917,0,基隆市,
1918,8,新竹縣,
1919,0,新竹市,
1920,0,苗栗縣,
1921,0,臺中市,
1922,0,彰化縣,
1923,0,南投縣,
1924,0,雲林縣,
1925,0,嘉義縣,
1926,0,嘉義市,
1927,0,臺南市,
1928,0,高雄市,
1929,0,屏東縣,
1930,0,宜蘭縣,
1931,0,花蓮縣,
1932,0,臺東縣,
1933,7,金門縣,
1934,1,連江縣,
1935,0,澎湖縣,
1936,0,臺北市,2017年 5月
1937,0,新北市,
1938,0,桃園市,
1939,0,基隆市,
1940,0,新竹縣,
1941,19,新竹市,
1942,1,苗栗縣,
1943,2,臺中市,
1944,0,彰化縣,
1945,0,南投縣,
1946,0,雲林縣,
1947,0,嘉義縣,
1948,0,嘉義市,
1949,2,臺南市,
1950,1,高雄市,
1951,1,屏東縣,
1952,3,宜蘭縣,
1953,3,花蓮縣,
1954,1,臺東縣,
1955,0,金門縣,
1956,3,連江縣,
1957,2,澎湖縣,
1958,0,臺北市,2017年 6月
1959,0,新北市,
1960,0,桃園市,
1961,0,基隆市,
1962,0,新竹縣,
1963,0,新竹市,
1964,15,苗栗縣,
1965,5,臺中市,
1966,3,彰化縣,
1967,2,南投縣,
1968,0,雲林縣,
1969,1,嘉義縣,
1970,0,嘉義市,
1971,0,臺南市,
1972,0,高雄市,
1973,0,屏東縣,
1974,0,宜蘭縣,
1975,0,花蓮縣,
1976,0,臺東縣,
1977,0,金門縣,
1978,0,連江縣,
1979,2,澎湖縣,
1980,2,臺北市,2017年 7月
1981,0,新北市,
1982,0,桃園市,
1983,0,基隆市,
1984,0,新竹縣,
1985,0,新竹市,
1986,0,苗栗縣,
1987,3,臺中市,
1988,1,彰化縣,
1989,2,南投縣,
1990,0,雲林縣,
1991,0,嘉義縣,
1992,0,嘉義市,
1993,0,臺南市,
1994,0,高雄市,
1995,0,屏東縣,
1996,0,宜蘭縣,
1997,0,花蓮縣,
1998,0,臺東縣,
1999,0,金門縣,
2000,0,連江縣,
2001,0,澎湖縣,
2002,0,臺北市,2017年 8月
2003,0,新北市,
2004,0,桃園市,
2005,0,基隆市,
2006,0,新竹縣,
2007,0,新竹市,
2008,0,苗栗縣,
2009,0,臺中市,
2010,9,彰化縣,
2011,3,南投縣,
2012,1,雲林縣,
2013,3,嘉義縣,
2014,0,嘉義市,
2015,0,臺南市,
2016,0,高雄市,
2017,0,屏東縣,
2018,1,宜蘭縣,
2019,0,花蓮縣,
2020,0,臺東縣,
2021,0,金門縣,
2022,0,連江縣,
2023,0,澎湖縣,
2024,0,臺北市,2017年 9月
2025,0,新北市,
2026,0,桃園市,
2027,0,基隆市,
2028,0,新竹縣,
2029,1,新竹市,
2030,0,苗栗縣,
2031,0,臺中市,
2032,0,彰化縣,
2033,10,南投縣,
2034,4,雲林縣,
2035,5,嘉義縣,
2036,0,嘉義市,
2037,0,臺南市,
2038,0,高雄市,
2039,0,屏東縣,
2040,0,宜蘭縣,
2041,0,花蓮縣,
2042,0,臺東縣,
2043,0,金門縣,
2044,0,連江縣,
2045,0,澎湖縣,
2046,0,臺北市,2017年 10月
2047,0,新北市,
2048,1,桃園市,
2049,0,基隆市,
2050,0,新竹縣,
2051,0,新竹市,
2052,0,苗栗縣,
2053,0,臺中市,
2054,0,彰化縣,
2055,0,南投縣,
2056,25,雲林縣,
2057,0,嘉義縣,
2058,0,嘉義市,
2059,0,臺南市,
2060,0,高雄市,
2061,0,屏東縣,
2062,0,宜蘭縣,
2063,0,花蓮縣,
2064,0,臺東縣,
2065,0,金門縣,
2066,0,連江縣,
2067,0,澎湖縣,
2068,2,臺北市,2017年 11月
2069,0,新北市,
2070,5,桃園市,
2071,15,基隆市,
2072,3,新竹縣,
2073,0,新竹市,
2074,0,苗栗縣,
2075,0,臺中市,
2076,0,彰化縣,
2077,0,南投縣,
2078,0,雲林縣,
2079,37,嘉義縣,
2080,3,嘉義市,
2081,4,臺南市,
2082,1,高雄市,
2083,0,屏東縣,
2084,2,宜蘭縣,
2085,1,花蓮縣,
2086,2,臺東縣,
2087,10,金門縣,
2088,1,連江縣,
2089,0,澎湖縣,
2090,0,臺北市,2017年 12月
2091,1,新北市,
2092,0,桃園市,
2093,2,基隆市,
2094,5,新竹縣,
2095,5,新竹市,
2096,0,苗栗縣,
2097,0,臺中市,
2098,0,彰化縣,
2099,0,南投縣,
2100,0,雲林縣,
2101,0,嘉義縣,
2102,28,嘉義市,
2103,1,臺南市,
2104,4,高雄市,
2105,0,屏東縣,
2106,0,宜蘭縣,
2107,0,花蓮縣,
2108,0,臺東縣,
2109,0,金門縣,
2110,0,連江縣,
2111,0,澎湖縣,
2112,0,臺北市,2018年 1月
2113,1,新北市,
2114,1,桃園市,
2115,1,基隆市,
2116,0,新竹縣,
2117,0,新竹市,
2118,2,苗栗縣,
2119,2,臺中市,
2120,0,彰化縣,
2121,0,南投縣,
2122,0,雲林縣,
2123,0,嘉義縣,
2124,0,嘉義市,
2125,0,臺南市,
2126,85,高雄市,
2127,258,屏東縣,
2128,118,宜蘭縣,
2129,16,花蓮縣,
2130,60,臺東縣,
2131,28,金門縣,
2132,63,連江縣,
2133,270,澎湖縣,
2134,111,臺北市,2018年 2月
2135,193,新北市,
2136,196,桃園市,
2137,170,基隆市,
2138,109,新竹縣,
2139,367,新竹市,
2140,849,苗栗縣,
2141,256,臺中市,
2142,11,彰化縣,
2143,5,南投縣,
2144,1,雲林縣,
2145,82,嘉義縣,
2146,67,嘉義市,
2147,19,臺南市,
2148,5,高雄市,
2149,19,屏東縣,
2150,6,宜蘭縣,
2151,0,花蓮縣,
2152,3,臺東縣,
2153,3,金門縣,
2154,4,連江縣,
2155,19,澎湖縣,
2156,6,臺北市,2018年 3月
2157,24,新北市,
2158,23,桃園市,
2159,17,基隆市,
2160,13,新竹縣,
2161,55,新竹市,
2162,145,苗栗縣,
2163,40,臺中市,
2164,0,彰化縣,
2165,0,南投縣,
2166,0,雲林縣,
2167,13,嘉義縣,
2168,5,嘉義市,
2169,1,臺南市,
2170,10,高雄市,
2171,22,屏東縣,
2172,16,宜蘭縣,
2173,2,花蓮縣,
2174,7,臺東縣,
2175,4,金門縣,
2176,5,連江縣,
2177,28,澎湖縣,
2178,12,臺北市,2018年 4月
2179,28,新北市,
2180,21,桃園市,
2181,18,基隆市,
2182,15,新竹縣,
2183,49,新竹市,
2184,99,苗栗縣,
2185,31,臺中市,
2186,2,彰化縣,
2187,0,南投縣,
2188,0,雲林縣,
2189,8,嘉義縣,
2190,6,嘉義市,
2191,1,臺南市,
2192,10,高雄市,
2193,45,屏東縣,
2194,14,宜蘭縣,
2195,4,花蓮縣,
2196,7,臺東縣,
2197,4,金門縣,
2198,7,連江縣,
2199,42,澎湖縣,
2200,19,臺北市,2018年 5月
2201,40,新北市,
2202,36,桃園市,
2203,31,基隆市,
2204,21,新竹縣,
2205,72,新竹市,
2206,128,苗栗縣,
2207,36,臺中市,
2208,2,彰化縣,
2209,1,南投縣,
2210,0,雲林縣,
2211,9,嘉義縣,
2212,10,嘉義市,
2213,2,臺南市,
2214,16,高雄市,
2215,57,屏東縣,
2216,29,宜蘭縣,
2217,4,花蓮縣,
2218,11,臺東縣,
2219,3,金門縣,
2220,15,連江縣,
2221,52,澎湖縣,
2222,20,臺北市,2018年 6月
2223,23,新北市,
2224,20,桃園市,
2225,19,基隆市,
2226,13,新竹縣,
2227,38,新竹市,
2228,60,苗栗縣,
2229,14,臺中市,
2230,2,彰化縣,
2231,2,南投縣,
2232,0,雲林縣,
2233,10,嘉義縣,
2234,9,嘉義市,
2235,8,臺南市,
2236,4,高雄市,
2237,13,屏東縣,
2238,4,宜蘭縣,
2239,0,花蓮縣,
2240,2,臺東縣,
2241,0,金門縣,
2242,1,連江縣,
2243,29,澎湖縣,
2244,12,臺北市,2018年 7月
2245,10,新北市,
2246,21,桃園市,
2247,13,基隆市,
2248,8,新竹縣,
2249,23,新竹市,
2250,50,苗栗縣,
2251,11,臺中市,
2252,0,彰化縣,
2253,0,南投縣,
2254,0,雲林縣,
2255,9,嘉義縣,
2256,5,嘉義市,
2257,2,臺南市,
2258,5,高雄市,
2259,7,屏東縣,
2260,0,宜蘭縣,
2261,0,花蓮縣,
2262,0,臺東縣,
2263,0,金門縣,
2264,0,連江縣,
2265,2,澎湖縣,
2266,0,臺北市,2018年 8月
2267,0,新北市,
2268,0,桃園市,
2269,0,基隆市,
2270,0,新竹縣,
2271,0,新竹市,
2272,1,苗栗縣,
2273,1,臺中市,
2274,0,彰化縣,
2275,0,南投縣,
2276,0,雲林縣,
2277,0,嘉義縣,
2278,0,嘉義市,
2279,0,臺南市,
2280,4,高雄市,
2281,13,屏東縣,
2282,2,宜蘭縣,
2283,1,花蓮縣,
2284,1,臺東縣,
2285,0,金門縣,
2286,0,連江縣,
2287,4,澎湖縣,
2288,2,臺北市,2018年 9月
2289,3,新北市,
2290,4,桃園市,
2291,2,基隆市,
2292,0,新竹縣,
2293,2,新竹市,
2294,9,苗栗縣,
2295,5,臺中市,
2296,0,彰化縣,
2297,0,南投縣,
2298,0,雲林縣,
2299,0,嘉義縣,
2300,2,嘉義市,
2301,0,臺南市,
2302,9,高雄市,
2303,18,屏東縣,
2304,5,宜蘭縣,
2305,1,花蓮縣,
2306,2,臺東縣,
2307,1,金門縣,
2308,1,連江縣,
2309,11,澎湖縣,
2310,3,臺北市,2018年 10月
2311,4,新北市,
2312,3,桃園市,
2313,0,基隆市,
2314,0,新竹縣,
2315,0,新竹市,
2316,4,苗栗縣,
2317,5,臺中市,
2318,1,彰化縣,
2319,0,南投縣,
2320,0,雲林縣,
2321,1,嘉義縣,
2322,0,嘉義市,
2323,0,臺南市,
2324,11,高雄市,
2325,24,屏東縣,
2326,15,宜蘭縣,
2327,1,花蓮縣,
2328,12,臺東縣,
2329,5,金門縣,
2330,11,連江縣,
2331,32,澎湖縣,
2332,14,臺北市,2018年 11月
2333,10,新北市,
2334,13,桃園市,
2335,15,基隆市,
2336,8,新竹縣,
2337,19,新竹市,
2338,37,苗栗縣,
2339,17,臺中市,
2340,2,彰化縣,
2341,1,南投縣,
2342,0,雲林縣,
2343,4,嘉義縣,
2344,4,嘉義市,
2345,0,臺南市,
2346,2,高雄市,
2347,14,屏東縣,
2348,4,宜蘭縣,
2349,1,花蓮縣,
2350,4,臺東縣,
2351,2,金門縣,
2352,11,連江縣,
2353,25,澎湖縣,
2354,8,臺北市,2018年 12月
2355,16,新北市,
2356,20,桃園市,
2357,22,基隆市,
2358,12,新竹縣,
2359,40,新竹市,
2360,94,苗栗縣,
2361,28,臺中市,
2362,0,彰化縣,
2363,0,南投縣,
2364,0,雲林縣,
2365,7,嘉義縣,
2366,6,嘉義市,
2367,2,臺南市,
2368,1,高雄市,
2369,5,屏東縣,
2370,9,宜蘭縣,
2371,0,花蓮縣,
2372,3,臺東縣,
2373,2,金門縣,
2374,2,連江縣,
2375,10,澎湖縣,
2376,4,,
2377,18,,
2378,13,,
2379,11,,
2380,10,,
2381,33,,
2382,102,,
2383,39,,
2384,0,,
2385,0,,
2386,0,,
2387,5,,
2388,7,,
2389,2,,
2390,8,,
2391,21,,
2392,14,,
2393,2,,
2394,8,,
2395,4,,
2396,6,,
2397,16,,
2398,11,,
2399,17,,
2400,22,,
2401,22,,
2402,9,,
2403,36,,
2404,120,,
2405,29,,
2406,2,,
2407,1,,
2408,1,,
2409,16,,
2410,13,,
2411,1,,
2412,64,,
2413,206,,
2414,127,,
2415,16,,
2416,51,,
2417,36,,
2418,89,,
2419,252,,
2420,121,,
2421,149,,
2422,175,,
2423,155,,
2424,76,,
